propertiesid,property_type,property_status,availability,country,division,city,current_zones,zone,price,interior_area,gros_area,bedrooms,bathrooms,other_rooms,year_of_construction,year_of_renovation,closed_price
18451,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",45000,0,62,1,1,0,0,0,NULL
18443,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",57000,0,93,2,2,0,0,0,NULL
18441,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",56000,0,66,1,1,0,0,0,NULL
18430,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Dibres","Rruga e Dibres",70400,110,0,2,1,0,0,0,NULL
18418,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",91300,83,0,1,1,0,0,0,NULL
18408,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Sami Frasheri","Rruga Sami Frasheri",342500,137,0,3,2,0,0,0,NULL
18406,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Paskuqan,Paskuqan,500000,0,5000,0,0,0,0,0,NULL
18381,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Fiori Di Bosco","Fiori Di Bosco",94000,0,107,2,2,0,0,0,NULL
18378,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Fiori Di Bosco","Fiori Di Bosco",90000,0,105,2,2,0,0,0,NULL
18364,Apartment,Used,Sold,Albania,Tirana,Tirana,Laprake,Laprake,92000,0,112,2,2,0,0,0,NULL
18362,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,90000,0,162,3,3,0,0,0,NULL
18360,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,45000,0,74,1,1,0,0,0,NULL
18351,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",57800,0,68,1,1,0,0,0,NULL
18345,Apartment,Used,Available,Albania,Tirana,Tirana,Qender,Qender,280000,140,0,4,1,0,0,0,NULL
18343,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Sheshi Willson","Sheshi Willson",108000,0,100,3,1,0,0,0,NULL
18333,Apartment,Used,"In negotiation",Albania,Tirana,Tirana,"Rruga Bardhyl","Rruga Bardhyl",57000,59,0,1,1,0,0,0,NULL
18319,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Mine Peza","Rruga Mine Peza",90000,102,0,2,1,0,0,0,NULL
18316,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",83500,0,114,2,2,0,0,0,NULL
18312,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",70000,0,96,2,2,0,0,0,NULL
18300,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",105000,0,110,2,2,0,0,0,NULL
18293,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",90000,100,0,2,2,0,0,0,NULL
18287,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,160000,113,0,2,2,0,0,0,NULL
18285,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,89000,0,143,3,2,0,0,0,NULL
18283,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Elbasanit","Rruga e Elbasanit",84000,0,115,2,2,0,0,0,NULL
18281,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,48000,0,73,1,1,0,0,0,NULL
18271,Apartment,New,Available,Albania,Tirana,Tirana,"Kopshti Botanik","Kopshti Botanik",110700,0,124,2,2,0,0,0,NULL
18267,Apartment,New,Available,Albania,Tirana,Tirana,"Kopshti Botanik","Kopshti Botanik",110700,0,124,2,2,0,0,0,NULL
18262,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",89080,0,105,2,2,0,0,0,NULL
18261,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",55590,0,65,1,1,0,0,0,NULL
18244,Apartment,New,Available,Albania,Tirana,Tirana,"Kopshti Botanik","Kopshti Botanik",110700,0,124,2,2,0,0,0,NULL
18243,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,56000,0,74,2,1,0,0,0,NULL
18234,Apartment,Used,Sold,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",105000,0,110,2,2,0,0,0,NULL
18229,Apartment,Used,Available,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",130000,0,130,3,2,0,0,0,NULL
18228,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,300000,0,137,3,2,0,0,0,NULL
18227,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Qender,Qender,280000,0,140,2,2,0,0,0,NULL
18226,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",99900,0,74,1,1,0,0,0,NULL
18223,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,95000,0,180,4,2,0,0,0,NULL
18221,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,60000,0,103,2,1,0,0,0,NULL
18218,Apartment,Used,Sold,Albania,Tirana,Tirana,"Rruga Margarita Tatulani","Rruga Margarita Tatulani",120000,0,81,4,2,0,0,0,NULL
18215,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kopshti Zoologjik","Kopshti Zoologjik",148000,0,117,2,2,0,0,0,NULL
18211,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Kinostudio,Kinostudio,36000,0,50,1,1,0,0,0,NULL
18209,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",99900,0,74,1,1,0,0,0,NULL
18207,Apartment,Used,Sold,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",70000,0,70,2,1,0,0,0,NULL
18206,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",999000,0,74,1,1,0,0,0,NULL
18202,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,65000,0,108,2,2,0,0,0,NULL
18199,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,47000,0,97,2,1,0,0,0,NULL
18195,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Xhamlliku,Xhamlliku,59000,0,61,2,1,0,0,0,NULL
18193,Apartment,Used,Sold,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",125000,0,140,2,2,0,0,0,NULL
18192,Apartment,Used,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,62000,0,95,2,1,0,0,0,NULL
18189,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",84000,0,112,2,2,0,0,0,NULL
17732,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",105000,0,105,2,2,0,0,0,NULL
17730,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kopshti Zoologjik","Kopshti Zoologjik",86000,0,94,2,2,0,0,0,NULL
17729,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,43000,0,73,1,1,0,0,0,NULL
17725,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kosovareve","Rruga e Kosovareve",189000,0,118,2,1,0,0,0,NULL
17721,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,82000,0,96,2,2,0,0,0,NULL
17720,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,72960,0,128,2,1,0,0,0,NULL
17719,Apartment,Used,Available,Albania,Tirana,Tirana,,,250000,0,145,2,2,0,0,0,NULL
17718,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Brryli,Brryli,65000,0,74,2,1,0,0,0,NULL
17708,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",50000,0,51,1,1,0,0,0,NULL
17707,Apartment,Used,Rented,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",90000,0,108,2,2,0,0,0,NULL
17706,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kosovareve","Rruga e Kosovareve",115000,0,90,2,2,0,0,0,NULL
17705,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",130000,0,113,2,2,0,0,0,NULL
17704,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Barrikadave","Rruga e Barrikadave",170000,0,122,3,2,0,0,0,NULL
17703,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",92400,0,105,2,2,0,0,0,NULL
17701,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",140000,0,140,4,2,0,0,0,NULL
17696,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,80000,0,107,2,2,0,0,0,NULL
17695,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",43000,0,60,1,1,0,0,0,NULL
17694,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Alidemi,Alidemi,50000,0,74,2,1,0,0,0,NULL
17693,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",40000,0,65,1,1,0,0,0,NULL
17688,Apartment,Used,Sold,Albania,Tirana,Tirana,"Stacioni I trenit","Stacioni I trenit",118000,0,106,2,2,0,0,0,NULL
17686,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,44000,0,71,1,1,0,0,0,NULL
17685,Apartment,Used,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,85000,0,141,2,2,0,0,0,NULL
17684,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",55250,0,65,1,1,0,0,0,NULL
17681,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",94350,0,111,2,2,0,0,0,NULL
17680,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",67000,0,79,2,1,0,0,0,NULL
17679,Apartment,New,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",73100,0,86,2,1,0,0,0,NULL
17677,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Petro Nini Luarasi","Rruga Petro Nini Luarasi",135000,0,175,3,2,0,0,0,NULL
17674,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",54460,0,78,1,1,0,0,0,NULL
17673,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Liqeni,Liqeni,450000,0,250,4,2,0,0,0,NULL
17672,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,57000,0,110,2,2,0,0,0,NULL
17671,Apartment,New,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",71750,0,103,2,1,0,0,0,NULL
17670,Apartment,New,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",93240,0,133,3,2,0,0,0,NULL
17669,Apartment,New,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",103880,0,148,3,2,0,0,0,NULL
17664,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Mine Peza","Rruga Mine Peza",85000,0,76,1,1,0,0,0,NULL
17663,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",73500,0,105,2,2,0,0,0,NULL
17658,Apartment,Used,Sold,Albania,Tirana,Tirana,"Green City","Green City",60000,0,77,2,1,0,0,0,NULL
17657,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",108317,0,119,3,2,0,0,0,NULL
17656,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",90700,0,100,0,0,0,0,0,NULL
17655,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",76800,0,85,2,1,0,0,0,NULL
17654,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",57000,0,66,1,1,0,0,0,NULL
17652,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Siri Kodra","Rruga Siri Kodra",171000,0,190,4,3,0,0,0,NULL
17649,Apartment,Used,Sold,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",48000,0,73,1,1,0,0,0,NULL
17646,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Shkolla Partizani","Shkolla Partizani",151200,0,112,2,2,0,0,0,NULL
17644,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,69850,0,127,2,2,0,0,0,NULL
17641,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",110000,0,113,2,2,0,0,0,NULL
17638,Apartment,Used,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",70000,0,77,1,1,0,0,0,NULL
17635,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",136320,0,114,3,2,0,0,0,NULL
17628,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Vasil Shanto","Vasil Shanto",72700,0,73,1,1,0,0,0,NULL
17626,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",58000,0,73,1,1,0,0,0,NULL
17625,Apartment,New,Reserved,Albania,Tirana,Tirana,Fresku,Fresku,65000,0,102,2,2,0,0,0,NULL
17623,Apartment,Used,Sold,Albania,Tirana,Tirana,"Kodra e Diellit","Kodra e Diellit",90000,0,120,3,1,0,0,0,NULL
17622,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Vasil Shanto","Vasil Shanto",196000,0,135,2,1,0,0,0,NULL
17621,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Alidemi,Alidemi,75000,0,75,2,1,0,0,0,NULL
17616,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",93000,0,85,2,1,0,0,0,NULL
17615,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Xhamlliku,Xhamlliku,54000,0,50,1,1,0,0,0,NULL
17614,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Bulevardi Bajram Curri","Bulevardi Bajram Curri",50000,0,52,1,1,0,0,0,NULL
17613,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,85000,0,106,3,2,0,0,0,NULL
17610,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Jordan Misja","Jordan Misja",85000,0,90,2,2,0,0,0,NULL
17608,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Jordan Misja","Jordan Misja",53000,0,82,1,1,0,0,0,NULL
17607,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",65000,0,72,1,1,0,0,0,NULL
17602,Apartment,Used,Sold,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",62000,0,108,2,1,0,0,0,NULL
17600,Apartment,New,Sold,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",75000,0,84,2,1,0,0,0,NULL
17599,Apartment,Used,Sold,Albania,Tirana,Tirana,"Misto Mame","Misto Mame",63000,0,99,2,2,0,0,0,NULL
17598,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,40000,0,64,1,1,0,0,0,NULL
17597,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Hoxha Tahsim","Rruga Hoxha Tahsim",160000,0,191,3,2,0,0,0,NULL
17596,Apartment,Used,Sold,Albania,Tirana,Tirana,Fresku,Fresku,45000,0,82,2,1,0,0,0,NULL
17595,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,58000,0,94,2,1,0,0,0,NULL
17594,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Hoxha Tahsim","Rruga Hoxha Tahsim",58000,0,76,2,1,0,0,0,NULL
17593,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,40000,0,80,1,1,0,0,0,NULL
17591,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Komuna e Parisit","Komuna e Parisit",180000,0,160,3,3,0,0,0,NULL
17590,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,110000,0,110,2,1,0,0,0,NULL
17588,Apartment,Used,Sold,Albania,Tirana,Tirana,"Rruga e Bogdaneve","Rruga e Bogdaneve",66000,0,55,1,1,0,0,0,NULL
17586,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Kopshti Botanik","Kopshti Botanik",160000,0,150,3,2,0,0,0,NULL
17581,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,34000,0,62,1,1,0,0,0,NULL
17580,Apartment,Used,Available,Albania,Tirana,Tirana,Pezë,Pezë,40518,0,55,1,2,0,0,0,NULL
17575,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Oxhaku,Oxhaku,86000,0,108,2,2,0,0,0,NULL
17574,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,60000,0,96,2,1,0,0,0,NULL
17568,Apartment,Used,Sold,Albania,Tirana,Tirana,"Ish Parku Autobuzave","Ish Parku Autobuzave",59000,0,59,1,1,0,0,0,NULL
17567,Apartment,Used,Sold,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",152000,0,76,2,1,0,0,0,NULL
17563,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Blloku,Blloku,75000,0,75,2,1,0,0,0,NULL
17562,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Haxhi Dalliu","Rruga Haxhi Dalliu",71000,0,71,1,1,0,0,0,NULL
17560,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,75000,0,110,2,1,0,0,0,NULL
17559,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Kopshti Botanik","Kopshti Botanik",79000,0,83,2,1,0,0,0,NULL
17558,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga Haxhi Dalliu","Rruga Haxhi Dalliu",98000,0,70,1,1,0,0,0,NULL
17554,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Kopshti Botanik","Kopshti Botanik",62700,0,66,1,1,0,0,0,NULL
17552,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Laprake,Laprake,107200,0,134,3,2,0,0,0,NULL
17551,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,130000,0,147,4,3,0,0,0,NULL
17550,Apartment,Used,Sold,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",70000,0,102,2,1,0,0,0,NULL
17543,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Shkolla e Kuqe","Shkolla e Kuqe",82000,0,75,2,1,0,0,0,NULL
17541,Apartment,Used,Sold,Albania,Tirana,Tirana,"Rruga 4 Deshmoret","Rruga 4 Deshmoret",57000,0,57,1,1,0,0,0,NULL
17535,Apartment,Used,Sold,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",128000,0,104,2,1,0,0,0,NULL
17533,Apartment,Used,Sold,Albania,Tirana,Tirana,"Unaza e re","Unaza e re",49000,0,67,1,1,0,0,0,NULL
17528,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Porcelan,Porcelan,40000,0,48,1,1,0,0,0,NULL
17527,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,,,88000,0,60,0,1,0,0,0,NULL
17526,Apartment,Used,Sold,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",150000,0,121,2,2,0,0,0,NULL
17525,Apartment,Used,Sold,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",108000,0,72,1,1,0,0,0,NULL
17521,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Jordan Misja","Jordan Misja",63000,0,85,2,1,0,0,0,NULL
17517,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Restorant Durresi","Restorant Durresi",78000,0,92,2,2,0,0,0,NULL
17516,Apartment,Used,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,52000,0,84,2,1,0,0,0,NULL
17514,Apartment,Used,Available,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",105600,0,132,3,2,0,0,0,NULL
17513,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",96000,0,120,3,2,0,0,0,NULL
17512,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",82125,0,110,2,2,0,0,0,NULL
17511,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",78525,0,105,2,2,0,0,0,NULL
17510,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",77475,0,103,2,2,0,0,0,NULL
17509,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",77100,0,103,2,2,0,0,0,NULL
17508,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",80000,0,100,2,2,0,0,0,NULL
17507,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",69975,0,93,2,2,0,0,0,NULL
17506,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",60000,0,80,2,1,0,0,0,NULL
17505,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",57400,0,82,1,1,0,0,0,NULL
17504,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",56700,0,81,1,1,0,0,0,NULL
17503,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",54600,0,78,1,1,0,0,0,NULL
17502,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",46500,0,62,1,1,0,0,0,NULL
17501,Apartment,Used,Sold,Albania,Tirana,Tirana,"Fusha E Aviacionit","Fusha E Aviacionit",45000,0,60,1,1,0,0,0,NULL
17497,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Haxhi Dalliu","Rruga Haxhi Dalliu",88400,0,68,1,1,0,0,0,NULL
17494,Apartment,New,Available,Albania,Tirana,Tirana,"Jordan Misja","Jordan Misja",80000,0,110,2,1,0,0,0,NULL
17491,Apartment,Used,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",89500,0,106,2,2,0,0,0,NULL
17488,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Dritan Hoxha","Rruga Dritan Hoxha",86500,0,96,2,2,0,0,0,NULL
17487,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Dritan Hoxha","Rruga Dritan Hoxha",86500,0,96,2,2,0,0,0,NULL
17486,Apartment,New,Available,Albania,Tirana,Tirana,"Jordan Misja","Jordan Misja",75000,0,110,2,1,0,0,0,NULL
17485,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Jordan Misja","Jordan Misja",55250,0,65,1,1,0,0,0,NULL
17484,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",97000,0,124,2,2,0,0,0,NULL
17483,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Alidemi,Alidemi,62000,0,68,1,1,0,0,0,NULL
17482,Apartment,New,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,58000,0,90,2,1,0,0,0,NULL
17481,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Alidemi,Alidemi,64000,0,68,1,1,0,0,0,NULL
17480,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,67000,0,112,2,2,0,0,0,NULL
17475,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Bulevardi Bajram Curri","Bulevardi Bajram Curri",70000,0,110,2,1,0,0,0,NULL
17473,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Durresit","Rruga e Durresit",80000,0,62,1,1,0,0,0,NULL
17472,Apartment,Used,Sold,Albania,Tirana,Tirana,"Kthesa E Kamzes","Kthesa E Kamzes",62000,0,104,2,1,0,0,0,NULL
17469,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",82400,0,97,2,1,0,0,0,NULL
17468,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",77000,0,96,2,1,0,0,0,NULL
17467,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",86600,0,102,2,1,0,0,0,NULL
17466,Apartment,Used,Sold,Albania,Tirana,Tirana,Yzberisht,Yzberisht,37000,0,57,1,1,0,0,0,NULL
17465,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",60894,0,72,1,1,0,0,0,NULL
17464,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,55000,0,107,2,2,0,0,0,NULL
17463,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",95000,0,100,2,2,0,0,0,NULL
17461,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga Haxhi Dalliu","Rruga Haxhi Dalliu",140000,0,150,3,2,0,0,0,NULL
17460,Apartment,Used,Available,Albania,Tirana,Tirana,Fresku,Fresku,80000,0,115,2,1,0,0,0,NULL
17458,Apartment,Used,Sold,Albania,Tirana,Tirana,Selvia,Selvia,68000,0,79,1,1,0,0,0,NULL
17455,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Harry Fultz","Harry Fultz",133000,0,121,2,3,0,0,0,NULL
17446,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Liqeni,Liqeni,352000,0,160,3,2,0,0,0,NULL
17443,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Myslym Shyri","Myslym Shyri",95000,0,80,2,1,0,0,0,NULL
17442,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga 5 Maji","Rruga 5 Maji",105000,0,58,0,0,0,0,0,NULL
17439,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,Fresku,Fresku,60000,0,100,2,1,0,0,0,NULL
17436,Apartment,Used,Sold,Albania,Tirana,Tirana,"21 dhjetori","21 dhjetori",83000,0,83,1,1,0,0,0,NULL
17433,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Rruga e Kavajes","Rruga e Kavajes",115000,0,120,2,2,0,0,0,NULL
17432,Apartment,Used,Sold,Albania,Tirana,Tirana,"Liqeni i Thate","Liqeni i Thate",75000,0,93,2,1,0,0,0,NULL
17431,Apartment,Used,Withdrawn,Albania,Tirana,Tirana,"Kodra e Diellit","Kodra e Diellit",170000,0,160,3,2,0,0,0,NULL
17430,Apartment,New,Sold,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",58860,0,65,1,1,0,0,0,NULL
17429,Apartment,New,Withdrawn,Albania,Tirana,Tirana,"Don Bosko","Don Bosko",94320,0,105,2,2,0,0,0,NULL
